,加油日期,車牌號碼,實際會去的加油站,記錄時間點,加油公升數
34372,2017/12/19,GT-2741,20,05:30,35.24016143
135521,2017/12/19,KL-9569,19,03:36,21.86858161
36583,2017/12/19,FV-6070,13,01:45,28.25412166
79434,2017/12/19,VH-2163,5,04:01,30.25481962
89035,2017/12/19,IA-3912,46,21:51,30.44322397
34044,2017/12/19,YC-3080,21,14:46,23.50834687
22386,2017/12/19,ZR-5779,45,11:12,32.75025547
104135,2017/12/19,TC-2051,29,08:05,27.66120191
38343,2017/12/19,AG-4863,14,03:19,26.89973747
99581,2017/12/19,VD-9918,32,15:07,27.91251539
25322,2017/12/19,XC-8302,22,03:09,29.94220887
26706,2017/12/19,GN-4027,28,07:23,31.56841203
64684,2017/12/19,QP-6605,12,18:18,35.48866898
105344,2017/12/19,UN-7153,38,18:48,31.61383853
142715,2017/12/19,BB-2082,9,00:21,30.91341685
123622,2017/12/19,TZ-5685,27,09:49,31.98091961
81861,2017/12/19,TJ-8167,5,11:45,23.33396528
93306,2017/12/19,XM-6291,5,13:17,35.00391748
120343,2017/12/19,QC-9025,19,07:00,28.10215063
21462,2017/12/19,GY-7163,35,16:10,33.659512
33226,2017/12/19,DG-2408,12,09:12,31.89588232
33834,2017/12/19,WR-1821,51,05:53,31.55194115
39101,2017/12/19,TH-1213,53,12:55,31.78036586
68283,2017/12/19,GO-9776,41,16:33,37.58211727
89713,2017/12/19,IX-5933,23,12:10,31.25875519
89613,2017/12/19,QF-2670,45,07:43,26.94191615
100865,2017/12/19,CQ-1887,41,21:35,31.2933824
122645,2017/12/19,LO-8538,14,05:24,38.08128282
51662,2017/12/19,QL-8631,12,02:30,23.88288778
71393,2017/12/19,YK-6036,28,05:28,24.28963008
105693,2017/12/19,ID-6250,11,01:25,34.43882331
32033,2017/12/19,KV-6420,51,10:53,31.17485974
118384,2017/12/19,FN-5724,50,05:45,29.09319659
115914,2017/12/19,OK-9304,45,04:55,31.12457916
71292,2017/12/19,VZ-1883,29,08:26,32.25435269
32833,2017/12/19,WP-2970,19,12:28,30.65008354
74011,2017/12/19,OR-5936,27,03:08,26.08156367
75081,2017/12/19,VU-4419,15,06:43,30.96501875
123303,2017/12/19,SL-6833,25,02:12,25.96884435
145543,2017/12/19,ZS-7985,35,18:45,24.07866469
30831,2017/12/19,GN-1222,28,22:05,20.93715558
75474,2017/12/19,OM-4769,51,21:15,28.73892006
147715,2017/12/19,PO-5178,20,05:43,26.40171073
114013,2017/12/19,JU-8278,15,18:29,21.37231009
112114,2017/12/19,OP-6555,36,05:27,27.48450176
29543,2017/12/19,HX-7282,32,08:23,31.2744146
107131,2017/12/19,UL-9161,11,01:01,29.74437906
57214,2017/12/19,NP-7241,29,08:04,36.03630108
96877,2017/12/19,QZ-9401,45,06:27,32.37572043
64781,2017/12/19,LA-2300,26,08:17,33.49438176
44875,2017/12/19,SR-9832,52,17:50,30.59968168
46803,2017/12/19,LK-7750,13,04:23,31.63071414
22110,2017/12/19,BG-2425,23,19:13,32.98792664
47791,2017/12/19,XQ-3058,54,22:38,34.51595813
64642,2017/12/19,TB-1521,46,04:40,34.37349981
15891,2017/12/19,QM-4884,35,14:41,32.68513115
24874,2017/12/19,SF-9543,21,04:34,33.55844504
89144,2017/12/19,UV-8435,58,23:10,30.23322498
116405,2017/12/19,KC-3859,8,20:27,33.24861216
124893,2017/12/19,TV-1669,42,18:22,24.54675519
143426,2017/12/19,XR-8634,27,07:00,24.83738707
59984,2017/12/19,YQ-9683,42,20:53,25.06409202
140110,2017/12/19,WB-3172,49,05:40,33.68048582
128510,2017/12/19,JG-9753,7,05:10,26.09157952
43774,2017/12/19,YW-7856,46,08:24,35.05143419
92854,2017/12/19,KQ-1200,50,13:50,39.64565145
146345,2017/12/19,YR-6208,8,13:32,38.03552722
83515,2017/12/19,WI-7653,50,16:10,29.07232661
20155,2017/12/19,WJ-8489,19,12:04,32.99408166
20294,2017/12/19,JX-7870,10,19:07,28.85530566
108264,2017/12/19,OS-7491,56,19:02,22.33500533
144692,2017/12/19,RF-5386,41,17:34,28.36701901
47414,2017/12/19,MD-9783,53,19:16,31.70293701
132795,2017/12/19,KR-6432,9,14:52,28.0950769
130143,2017/12/19,WM-1913,24,01:19,32.25316041
58954,2017/12/19,AN-3320,33,02:30,23.95828135
119814,2017/12/19,RF-1004,44,04:46,19.42433587
91062,2017/12/19,GL-9669,38,03:18,31.93925231
26582,2017/12/19,SK-5406,56,05:05,26.61013096
127173,2017/12/19,ZZ-7150,45,14:51,29.25794364
102525,2017/12/19,RS-7289,24,06:04,31.83017605
15674,2017/12/19,PJ-7254,21,00:52,33.91509071
148933,2017/12/19,UK-8356,39,15:02,25.15941176
64825,2017/12/19,VB-1668,7,16:04,35.15864554
37095,2017/12/19,XU-4942,20,05:16,35.11485788
62592,2017/12/19,EE-8259,37,00:52,31.19169698
140634,2017/12/19,HJ-9402,14,17:33,25.71729994
116573,2017/12/19,YL-3152,33,10:47,30.48209781
134532,2017/12/19,YT-5856,38,06:57,29.76468475
32422,2017/12/19,RC-8784,44,01:01,30.36349882
68982,2017/12/19,TY-2184,9,20:08,31.28241059
34785,2017/12/19,OS-3835,2,03:01,27.74574095
19233,2017/12/19,DL-5539,36,17:10,33.04746427
118473,2017/12/19,RC-9991,21,16:53,24.3315099
145253,2017/12/19,CM-8391,1,17:29,31.73560231
58092,2017/12/19,DJ-2363,24,14:53,32.96928774
102691,2017/12/19,JC-1696,3,02:22,23.8282525
45394,2017/12/19,CU-9317,39,01:13,27.45975485
132117,2017/12/19,IP-5257,21,07:37,27.6915212
34063,2017/12/19,PT-1667,27,22:45,35.30678112
139310,2017/12/19,UB-2081,38,03:42,34.24586337
96542,2017/12/19,WE-5040,13,22:16,30.00701648
31396,2017/12/19,TY-7790,54,10:33,27.84878614
68641,2017/12/19,KP-4109,34,21:15,32.89989704
93745,2017/12/19,NQ-5910,22,18:02,29.80960798
82243,2017/12/19,FB-9866,42,22:00,35.21294234
126523,2017/12/19,UT-5116,40,04:22,32.31309144
55214,2017/12/19,GO-6970,28,10:53,25.30633279
45323,2017/12/19,NI-1340,47,12:42,30.75682744
73315,2017/12/19,XO-9052,4,08:39,28.55442244
39764,2017/12/19,LP-1465,9,10:32,34.16540665
74213,2017/12/19,PR-1385,23,03:34,34.69357633
27193,2017/12/19,FT-3002,11,18:15,27.66957419
79163,2017/12/19,HU-6433,45,07:55,24.36547514
113824,2017/12/19,YC-8921,29,01:00,32.46648906
37474,2017/12/19,IZ-9904,36,19:59,33.24422382
18912,2017/12/19,DJ-6154,23,13:12,37.0856246
26431,2017/12/19,DX-7807,19,02:32,22.21396342
43132,2017/12/19,EM-4193,3,18:42,24.41981854
53117,2017/12/19,UB-4436,9,15:22,24.36249626
35416,2017/12/19,SK-1850,10,04:49,36.49241127
88910,2017/12/19,IL-8295,6,00:57,27.51496761
84892,2017/12/19,JK-6517,19,17:33,27.49396816
108314,2017/12/19,PX-2160,4,12:40,24.35015448
15310,2017/12/19,RV-2526,46,03:06,33.08398912
112414,2017/12/19,EC-3528,5,08:00,32.45251895
68383,2017/12/19,SA-1720,27,13:19,33.02975297
24183,2017/12/19,JK-6792,42,16:32,34.30614625
137135,2017/12/19,WY-2853,52,12:35,36.43677227
91452,2017/12/19,QI-1849,31,12:08,34.46350927
110084,2017/12/19,JW-9700,15,19:47,35.82174896
98262,2017/12/19,ES-7606,26,15:46,29.27317241
105713,2017/12/19,JL-2491,31,11:51,23.2742909
85692,2017/12/19,NT-2655,20,14:05,30.27568046
77373,2017/12/19,QV-6736,6,16:17,27.58571704
139192,2017/12/19,NQ-8146,33,19:51,31.25043689
95215,2017/12/19,ET-4942,54,07:59,29.69211372
60004,2017/12/19,UW-7671,42,21:28,30.55227959
57863,2017/12/19,UI-4123,56,22:53,20.13159767
16914,2017/12/19,GB-1984,4,03:21,34.098317
131945,2017/12/19,LG-7644,22,01:26,31.90980173
129214,2017/12/19,PV-6569,4,04:14,27.84219699
18815,2017/12/19,ML-5491,4,19:18,27.05180268
59634,2017/12/19,VW-2484,6,12:51,31.77634949
142704,2017/12/19,ZE-2171,27,01:26,31.04397574
115915,2017/12/19,AS-8075,39,08:54,25.05516838
62310,2017/12/19,JC-8927,21,03:24,32.96226176
23991,2017/12/19,NL-6715,45,02:25,33.22921884
75313,2017/12/19,UJ-5099,49,12:50,21.13824584
117475,2017/12/19,QJ-5054,36,04:56,34.95342576
114952,2017/12/19,LG-8464,57,13:35,34.08602707
58914,2017/12/19,HK-7165,52,12:52,31.18654671
145332,2017/12/19,VU-5678,17,01:16,27.68719268
114343,2017/12/19,LC-2292,57,19:24,34.74700506
54722,2017/12/19,AF-6892,56,02:39,28.25425529
17976,2017/12/19,WY-6596,5,22:41,22.25792511
59994,2017/12/19,LZ-7932,21,20:43,33.05523754
18804,2017/12/19,JI-9316,40,07:54,30.35350238
25531,2017/12/19,VE-4525,2,16:15,22.47568225
119521,2017/12/19,QJ-2540,39,22:15,32.09942285
91604,2017/12/19,JB-2942,17,23:42,29.22105743
116652,2017/12/19,EM-1555,29,20:40,33.45128889
126784,2017/12/19,SG-2251,37,15:34,20.0931874
45513,2017/12/19,BH-7989,44,16:00,30.53540383
65481,2017/12/19,NL-8070,54,18:07,32.1684584
89614,2017/12/19,KG-1944,22,14:59,34.01039617
77684,2017/12/19,QE-7235,40,06:20,27.32488134
56145,2017/12/19,CS-4061,21,08:31,24.99275527
104893,2017/12/19,XF-4508,9,05:31,26.09850921
105962,2017/12/19,YT-6622,11,02:18,33.92798295
74691,2017/12/19,HC-7142,44,23:44,25.96377176
15285,2017/12/19,JX-9747,6,21:40,27.18288903
52026,2017/12/19,SZ-6351,29,14:26,29.6826392
14448,2017/12/19,OT-6338,1,23:42,39.60214904
104491,2017/12/19,HT-4428,39,19:12,35.88040158
38101,2017/12/19,QZ-9527,37,10:39,26.4955744
96316,2017/12/19,CY-3033,22,08:04,25.04087586
148255,2017/12/19,IS-5110,45,16:07,33.43374719
130184,2017/12/19,VW-8991,30,08:48,28.84776117
98392,2017/12/19,ZU-4611,44,02:01,25.62101059
104733,2017/12/19,UL-8162,21,14:56,29.9867355
48605,2017/12/19,SL-4400,40,19:17,27.63131764
141714,2017/12/19,YJ-9355,45,08:49,27.52186179
59115,2017/12/19,YJ-5778,45,04:38,33.37991181
127832,2017/12/19,IW-2327,46,08:43,26.98102218
149036,2017/12/19,PE-5920,33,18:28,28.30834609
102882,2017/12/19,ZO-5475,5,06:55,31.58630513
49221,2017/12/19,KK-3856,16,01:58,28.37695019
68063,2017/12/19,HW-5730,39,17:41,33.63380767
145533,2017/12/19,YM-9720,57,03:05,25.69354846
119493,2017/12/19,LQ-7232,4,22:58,24.3787104
120771,2017/12/19,JI-6512,47,10:57,30.41180806
27104,2017/12/19,ER-1549,46,11:04,30.26702441
48203,2017/12/19,WO-1662,34,01:57,26.85059441
83805,2017/12/19,WM-9986,18,21:43,28.09136731
8250,2017/12/19,DA-7527,1,05:54,31.58836312
77561,2017/12/19,CI-3715,12,08:19,34.23665834
149103,2017/12/19,EP-5696,40,14:36,31.64637684
147072,2017/12/19,OI-4099,9,15:13,27.39227335
146722,2017/12/19,GE-6942,58,05:00,28.0287021
148107,2017/12/19,II-4426,14,02:16,21.95684417
60911,2017/12/19,IC-9109,17,08:58,36.2148761
17092,2017/12/19,SU-7368,2,11:20,31.59551774
52013,2017/12/19,AZ-8286,26,10:27,37.4166013
84513,2017/12/19,GI-3287,52,16:37,37.64310324
30204,2017/12/19,KR-9210,30,19:26,26.2492996
30015,2017/12/19,QO-8061,5,02:16,26.38155056
64152,2017/12/19,JW-6563,28,04:08,38.09304295
38783,2017/12/19,KM-9812,15,18:11,28.03862549
59722,2017/12/19,FY-7813,43,23:28,26.32171054
19410,2017/12/19,FU-6229,48,03:20,26.1413692
114865,2017/12/19,TJ-8806,30,22:52,28.88083326
53083,2017/12/19,LM-2198,46,22:25,32.11916995
135482,2017/12/19,DM-2594,1,00:51,20.70608842
36224,2017/12/19,QA-8228,42,15:32,36.45974489
89516,2017/12/19,QI-7462,22,01:15,38.03966809
132202,2017/12/19,EJ-8530,21,21:29,29.20440974
117873,2017/12/19,DY-5929,38,19:07,31.33153013
23534,2017/12/19,WF-8532,17,19:01,29.35124756
26276,2017/12/19,ZK-9413,52,07:56,36.6824282
128251,2017/12/19,DH-5705,38,22:44,34.95156358
60712,2017/12/19,HT-1912,54,19:51,25.02835048
65823,2017/12/19,BY-3350,40,07:36,31.84311557
56681,2017/12/19,FG-3924,1,10:36,37.64935335
115332,2017/12/19,DT-9151,14,03:27,32.16345725
92864,2017/12/19,GJ-8138,27,01:54,28.83919735
107504,2017/12/19,WW-7756,35,19:01,33.18428821
17542,2017/12/19,WM-1171,18,19:53,35.3398393
144995,2017/12/19,NF-2572,33,19:53,26.52266825
45434,2017/12/19,EP-1989,15,11:31,31.22510657
138316,2017/12/19,IT-5036,54,15:53,29.35143772
22213,2017/12/19,WW-1871,36,07:39,27.75676532
103683,2017/12/19,LT-3382,57,07:08,29.46583883
64714,2017/12/19,UD-2545,37,22:17,28.65438439
81794,2017/12/19,QO-8908,6,15:07,29.18007715
16034,2017/12/19,CO-3084,25,15:07,34.34559364
46072,2017/12/19,ON-8048,23,04:54,32.25897343
96652,2017/12/19,DC-1703,6,04:40,29.33264894
113972,2017/12/19,GG-3783,35,21:07,34.82644837
129475,2017/12/19,CV-1292,3,12:39,35.95199805
80714,2017/12/19,FI-9301,34,14:55,21.15771794
97132,2017/12/19,YU-1363,56,07:21,23.68674823
32625,2017/12/19,SL-9200,3,08:45,28.06600934
103418,2017/12/19,TS-5527,5,23:37,23.52850825
143524,2017/12/19,GO-2531,42,21:54,36.02504379
29261,2017/12/19,JC-6146,32,07:05,33.51892984
64002,2017/12/19,LK-1587,29,11:53,21.05223663
46951,2017/12/19,MV-1651,55,14:13,25.06415387
73674,2017/12/19,KK-7955,10,19:12,31.64818874
141584,2017/12/19,AA-3190,26,09:14,25.26496705
87196,2017/12/19,NU-6953,58,17:09,24.54913727
18410,2017/12/19,JQ-2661,11,10:42,27.42728732
72893,2017/12/19,TP-8265,19,17:49,29.81180293
98044,2017/12/19,YG-5990,49,06:30,26.06500601
24912,2017/12/19,DN-1096,15,11:03,28.33696149
48632,2017/12/19,PE-5965,9,10:59,34.38059774
148085,2017/12/19,LE-2870,22,06:45,31.50342723
17122,2017/12/19,JL-2016,48,18:19,28.81722075
147403,2017/12/19,XR-9835,52,15:36,30.8653636
136915,2017/12/19,WQ-8876,29,07:33,28.62214392
135672,2017/12/19,LS-2848,32,04:38,33.78343095
132554,2017/12/19,PL-4796,8,01:24,31.81608525
99732,2017/12/19,DA-3284,29,08:37,32.65702458
94410,2017/12/19,CI-3182,20,10:40,25.55289024
34114,2017/12/19,IU-1421,40,07:35,23.55892601
125013,2017/12/19,AY-2141,48,00:11,29.69691121
19647,2017/12/19,JA-9859,24,21:20,27.48913893
78516,2017/12/19,BH-8072,43,03:25,25.28646976
50965,2017/12/19,VD-7686,38,11:57,29.33107847
85274,2017/12/19,SA-5937,58,04:10,26.89822106
146192,2017/12/19,BR-7578,24,10:53,27.77027572
52654,2017/12/19,HP-2020,7,22:45,32.00538409
78810,2017/12/19,QN-2828,27,15:06,31.75471917
143674,2017/12/19,KG-2373,20,02:26,33.10879379
120824,2017/12/19,LU-1416,51,14:35,27.80387501
101025,2017/12/19,JO-3899,4,05:21,25.77653467
125853,2017/12/19,EF-4296,54,16:50,32.95221203
82612,2017/12/19,YN-6161,16,04:58,31.3109582
103862,2017/12/19,XL-9047,14,06:26,27.16851927
128906,2017/12/19,LX-5737,38,06:23,30.66433737
70831,2017/12/19,MD-9701,37,05:11,32.14017179
78443,2017/12/19,JD-9609,40,06:58,30.06999571
131646,2017/12/19,JW-9358,40,14:41,29.85708771
81062,2017/12/19,WG-3503,17,19:38,27.34464362
137624,2017/12/19,OD-4376,18,19:55,28.50857848
59812,2017/12/19,WA-8626,49,05:55,28.86674882
38614,2017/12/19,CK-3828,18,00:42,35.49531299
32824,2017/12/19,VI-3669,26,19:02,31.3835329
117002,2017/12/19,VJ-6811,18,03:05,34.15121607
75802,2017/12/19,NO-8687,25,06:55,33.30340105
104613,2017/12/19,KS-7119,22,17:14,26.32911166
71634,2017/12/19,HD-8798,15,04:10,35.68372298
78364,2017/12/19,XL-4431,27,02:03,31.27498081
51613,2017/12/19,VX-1169,51,00:57,29.48966172
23172,2017/12/19,WV-5158,9,14:02,29.13024879
129812,2017/12/19,YP-1111,45,14:29,36.50967521
32132,2017/12/19,AH-1198,12,19:24,27.78540052
129672,2017/12/19,LE-5369,54,04:44,34.03883734
97014,2017/12/19,XM-9798,5,15:21,30.63473458
131334,2017/12/19,RG-9282,10,09:42,23.21870758
65103,2017/12/19,MD-2347,47,21:01,27.45519771
19794,2017/12/19,KA-1594,57,08:10,33.36956954
147916,2017/12/19,UU-3968,20,00:26,28.0972871
90232,2017/12/19,HE-3999,48,09:37,26.76267845
73462,2017/12/19,DF-1416,25,21:59,30.04774636
127475,2017/12/19,DB-1823,31,08:26,24.83598918
148613,2017/12/19,DF-5299,26,19:14,30.08829696
65051,2017/12/19,SJ-8787,26,19:09,30.8714221
98666,2017/12/19,DQ-3759,12,13:22,34.16623051
101366,2017/12/19,BN-5640,11,19:10,25.88363457
97704,2017/12/19,JF-3209,52,21:45,32.91860001
10688,2017/12/19,JH-3017,36,19:20,30.62718147
57292,2017/12/19,YM-3970,27,01:44,33.21636511
34033,2017/12/19,SJ-7051,12,20:34,24.70079997
79925,2017/12/19,ZX-9750,10,10:52,34.89525271
74351,2017/12/19,BH-2109,36,23:08,32.02129066
89972,2017/12/19,BQ-8012,36,11:36,33.93717836
116924,2017/12/19,JY-6096,49,23:24,31.86342437
16332,2017/12/19,EQ-2832,43,11:36,30.53617204
110514,2017/12/19,LW-8936,23,20:15,29.06108369
66772,2017/12/19,PS-1699,51,07:07,32.20306642
79292,2017/12/19,MX-5562,36,17:38,36.10918495
21522,2017/12/19,SD-5358,37,18:05,32.0273443
120154,2017/12/19,QF-8743,26,02:12,32.68101198
38510,2017/12/19,CT-2423,11,19:35,29.54810575
29313,2017/12/19,NA-5324,16,05:35,26.84709444
54014,2017/12/19,VJ-7895,5,12:26,26.16556593
120993,2017/12/19,FZ-4938,45,16:59,30.43696474
95102,2017/12/19,RT-5609,39,04:46,27.5396379
15172,2017/12/19,MX-4759,46,16:41,27.77042945
107044,2017/12/19,FO-3618,39,18:08,33.02504948
74742,2017/12/19,JQ-5845,12,08:52,31.40186641
85710,2017/12/19,IX-5638,55,16:33,24.30723195
105314,2017/12/19,GI-3330,38,11:07,30.62544619
80523,2017/12/19,AW-4468,48,02:27,32.01441853
90363,2017/12/19,AT-3249,15,23:02,26.19381456
34457,2017/12/19,BJ-4621,44,10:03,28.09872879
136714,2017/12/19,NJ-6213,6,10:18,34.77398765
24653,2017/12/19,CY-8951,3,19:44,32.60531155
22745,2017/12/19,TW-7941,23,13:38,29.02471867
137205,2017/12/19,SU-7810,18,00:21,19.74703548
76103,2017/12/19,ID-2195,41,18:30,36.24490778
54412,2017/12/19,LS-8562,1,13:32,31.79843443
36285,2017/12/19,BK-4515,37,18:46,33.98254733
88434,2017/12/19,IS-6470,49,04:07,26.86099661
128202,2017/12/19,VB-4705,36,06:23,31.18119314
116073,2017/12/19,OU-5854,54,07:59,28.03860831
65262,2017/12/19,QH-8320,17,13:17,31.63067285
51764,2017/12/19,QQ-9134,3,21:27,29.53069029
58853,2017/12/19,MC-4818,46,03:53,26.83058743
140213,2017/12/19,ME-7328,14,23:23,34.15301583
72082,2017/12/19,SM-4416,6,06:14,33.27492526
63896,2017/12/19,TP-8546,27,02:52,35.62497697
57812,2017/12/19,ZO-3242,8,00:35,28.79627606
116643,2017/12/19,GH-7520,41,20:04,28.20579703
93733,2017/12/19,IS-8251,29,12:49,37.35980235
19415,2017/12/19,CC-8035,6,01:32,37.74242229
118310,2017/12/19,WI-1622,56,23:16,32.21919221
131322,2017/12/19,NJ-7397,22,09:23,35.12701651
109865,2017/12/19,JP-2922,28,11:52,25.72093239
92563,2017/12/19,TX-1995,20,04:54,34.27582091
74965,2017/12/19,QH-7800,1,18:51,27.38654477
61844,2017/12/19,ZV-9068,43,04:44,29.6022493
78972,2017/12/19,NZ-8130,37,20:57,33.2610329
389,2017/12/19,GD-8823,52,12:50,34.45226482
56202,2017/12/19,TF-9902,12,03:46,31.39988086
95774,2017/12/19,ID-6159,28,12:04,33.67513048
50463,2017/12/19,OD-8586,41,00:40,32.16194658
117310,2017/12/19,DI-3974,51,22:05,20.96539193
33307,2017/12/19,TT-2443,23,00:04,22.76578056
129164,2017/12/19,ZF-3103,30,22:47,24.51254918
144595,2017/12/19,JC-5463,58,11:19,32.61458404
122474,2017/12/19,DU-2191,42,14:29,33.63851951
76544,2017/12/19,OJ-7023,57,19:55,29.1591016
73092,2017/12/19,KB-2779,19,22:12,28.06567825
70164,2017/12/19,TM-4302,23,15:43,16.01409499
51310,2017/12/19,XI-7327,22,08:02,22.3341493
36457,2017/12/19,ER-5729,8,06:16,28.18250567
82213,2017/12/19,GJ-9648,38,16:39,36.24099307
13037,2017/12/19,YC-3503,27,12:48,32.28692067
113593,2017/12/19,VE-9788,37,21:51,30.0538845
118863,2017/12/19,NN-4580,35,17:05,35.06316817
137303,2017/12/19,BW-1343,2,23:41,30.13037148
145714,2017/12/19,NV-8109,26,19:11,28.69259421
48013,2017/12/19,RY-7622,45,00:57,26.14278638
125573,2017/12/19,JO-9690,18,11:16,25.42282601
62065,2017/12/19,DJ-9150,41,14:11,24.37925724
146946,2017/12/19,UX-1230,38,13:23,29.68452561
148324,2017/12/19,GQ-3116,29,21:54,33.50220826
103282,2017/12/19,NN-3846,46,04:08,37.76021437
142555,2017/12/19,TS-2172,29,14:13,34.27697207
141143,2017/12/19,ST-7050,50,19:17,21.81009356
50271,2017/12/19,NG-7441,7,09:43,30.51433848
118464,2017/12/19,QF-5605,49,00:19,33.20716877
69864,2017/12/19,XC-2763,23,23:57,29.44515037
77762,2017/12/19,NP-2000,41,15:17,28.67707538
40743,2017/12/19,OG-5527,44,09:46,30.11846665
61798,2017/12/19,GR-2330,31,01:21,26.49024151
30673,2017/12/19,HQ-3666,55,19:17,26.20230904
135383,2017/12/19,MH-4606,33,19:53,34.45157289
115132,2017/12/19,DN-8570,45,12:47,33.3305953
134904,2017/12/19,JG-9095,9,18:42,33.28036251
32564,2017/12/19,YQ-1302,25,16:59,30.75752718
117045,2017/12/19,QT-9018,42,11:36,21.84316781
104210,2017/12/19,QC-9221,7,00:11,30.6369186
53951,2017/12/19,VC-6518,19,20:16,25.50533939
74295,2017/12/19,DT-8650,55,11:38,27.67809097
108295,2017/12/19,OG-1117,39,20:50,31.84487699
60203,2017/12/19,BP-7818,6,02:26,33.15901193
19591,2017/12/19,SI-8376,42,15:31,31.13850123
75262,2017/12/19,ZH-5038,11,21:14,27.91821419
100092,2017/12/19,PN-4797,57,21:39,32.75411071
84816,2017/12/19,PH-4116,53,00:29,32.03677675
123504,2017/12/19,EK-6113,51,10:48,21.10498422
30922,2017/12/19,BG-2420,35,03:10,36.18320838
109124,2017/12/19,QQ-8505,36,08:03,24.20372368
83321,2017/12/19,IL-9750,20,07:15,28.96885684
99513,2017/12/19,WE-9071,25,10:20,28.21144345
134413,2017/12/19,LR-4756,55,12:18,31.03011993
22314,2017/12/19,LE-6922,33,05:30,26.27132662
110354,2017/12/19,LE-3801,37,22:42,36.29546385
142945,2017/12/19,DY-1726,22,14:36,30.69748137
44604,2017/12/19,BQ-9776,21,13:11,37.69029189
105016,2017/12/19,TQ-2627,14,02:10,23.34660883
105333,2017/12/19,OR-1510,30,23:47,31.27415011
134110,2017/12/19,OU-5593,32,13:17,31.63618698
110613,2017/12/19,SA-2378,58,04:15,23.77006804
69765,2017/12/19,XX-4333,30,07:32,25.98929547
98271,2017/12/19,ID-2377,28,15:01,38.19303434
63975,2017/12/19,KH-6169,28,07:31,30.92093094
117294,2017/12/19,IF-7540,52,08:05,23.32208034
32504,2017/12/19,YN-5341,30,21:15,22.07334765
145512,2017/12/19,NU-4985,1,23:57,27.9271623
50217,2017/12/19,TP-5591,27,13:54,23.1144933
112823,2017/12/19,SI-8654,5,14:51,34.19836582
127231,2017/12/19,SQ-7811,4,07:21,29.2403674
106682,2017/12/19,ZP-6823,11,13:25,28.22772144
22942,2017/12/19,UQ-7949,36,12:30,30.52255884
21515,2017/12/19,NA-9675,31,09:22,29.47037986
53182,2017/12/19,GB-8743,6,04:07,29.9809447
104694,2017/12/19,BH-1449,25,04:03,26.23779266
124394,2017/12/19,PO-1195,56,08:18,31.86407211
66741,2017/12/19,ZX-5778,45,14:52,31.73382821
31616,2017/12/19,GZ-3116,21,18:03,35.27406379
3228,2017/12/19,YW-3184,19,12:02,29.01425372
81193,2017/12/19,PL-7459,5,22:33,35.91815064
77153,2017/12/19,ON-8681,53,15:53,30.12849792
67514,2017/12/19,QP-4247,53,16:00,34.2443095
33782,2017/12/19,ZS-5125,10,03:29,30.20570223
10314,2017/12/19,PC-3336,12,02:41,27.2364339
36853,2017/12/19,QV-3449,2,04:31,29.42385858
104013,2017/12/19,UR-1648,47,15:56,31.22453598
102002,2017/12/19,MD-8223,24,17:42,23.32661354
121961,2017/12/19,EC-1267,6,06:52,35.99952791
81763,2017/12/19,JF-1545,22,19:20,36.03367578
92163,2017/12/19,NP-8403,49,06:22,35.1697276
59917,2017/12/19,TX-6483,13,21:19,30.66417097
110564,2017/12/19,ON-2897,5,00:50,26.89249039
124802,2017/12/19,PK-1972,16,05:44,28.13982128
50893,2017/12/19,HZ-6535,47,07:04,29.07065426
63154,2017/12/19,EF-6962,5,04:35,26.7797552
64273,2017/12/19,DE-1663,2,23:44,33.97461793
46253,2017/12/19,BT-2111,23,07:25,26.44251367
149472,2017/12/19,CU-4652,29,02:07,23.3157756
87413,2017/12/19,OA-7551,30,00:07,32.35496685
113914,2017/12/19,IN-2800,43,08:32,36.32967934
119416,2017/12/19,ZJ-9857,54,08:35,22.08286077
47734,2017/12/19,CA-7548,44,08:51,24.45332822
88792,2017/12/19,NA-4618,53,04:01,28.2243324
77476,2017/12/19,OZ-4781,14,06:08,37.14579814
75872,2017/12/19,VP-4521,22,22:25,35.80941287
47904,2017/12/19,HV-7213,55,07:15,27.40988598
101292,2017/12/19,KD-9134,56,02:44,24.67905633
77073,2017/12/19,QO-4320,58,13:36,37.49301165
35693,2017/12/19,FM-8716,57,23:08,36.79030971
135925,2017/12/19,JA-9714,8,17:50,28.34570528
16146,2017/12/19,GI-5071,53,14:05,36.84710163
131134,2017/12/19,OY-5234,40,04:31,25.6062271
118242,2017/12/19,UB-6100,11,14:34,28.06580504
122764,2017/12/19,WD-5643,21,13:02,29.98848895
93832,2017/12/19,HN-7083,15,23:40,29.16011399
72062,2017/12/19,LE-5022,12,05:38,33.14533446
51453,2017/12/19,FM-3471,15,01:57,31.89146026
122793,2017/12/19,QW-3409,15,09:41,29.95159236
149603,2017/12/19,HE-7529,43,10:49,33.40905455
97083,2017/12/19,XN-6779,41,01:52,43.95481223
74574,2017/12/19,BX-1781,16,20:06,37.46337508
135353,2017/12/19,JX-1661,52,15:10,35.58349379
135643,2017/12/19,AK-9410,19,13:48,36.42427743
14415,2017/12/19,QQ-4275,54,04:39,27.43235733
112124,2017/12/19,BM-1199,23,00:56,26.80061599
53503,2017/12/19,NH-3926,53,04:50,31.69232184
117213,2017/12/19,FL-4777,49,04:52,29.87106557
133341,2017/12/19,DX-9087,41,12:58,26.8756537
37722,2017/12/19,UR-9190,25,21:57,25.39106686
17304,2017/12/19,RJ-2823,25,02:43,26.9846989
